patent_number,title
US2460A,Improvement in the manufacture of inkstands 
US2461A,Photo-lithografhen 
US2462A,Worked buttons on the heads 
US2463A,Spark-arrester 
US2464A,Improvement in rotary temples for power-looms 
US2465A,Escapement of watches 
US2466A,greenough 
US2467A,Machine for threshing- and winnowing grain 
US2468A,Cooking-stove 
US2469A,Cheese-press 
US2470A,"Improvement in modes of preparing a white paint for painting houses, walls "
US2471A,Machine fob bolting and dressing ixoub 
US2472A,Appaeatus employed in 
US2473A,Enoch robinson 
US2474A,Improvement in the method of manufacturing glue 
US2475A,Manweb of ccotstbtrctiltg apparatus fob abbestiltgr spabks 
US2476A,Machine for cutting meat and other substances 
US2477A,stephen bates and geo 
US2478A,Manner of crossing rivers 
US2479A,Machine for sizing papek 
US2480A,Endless-chain hobse-power 
US2481A,Machine for gutting shingles 
US2482A,"Improvement in the manner of rendering chairs, stools, settees "
US2483A,Apparatus for 
US2484A,Improvement in carriage-springs 
US2485A,Of rotary engines to be propelled by eithee water or steam 
US2486A,Loom fob 
US2487A,hunter 
US2488A,Improvement in reaping-machines 
US2489A,Weavek s shuttle 
US2490A,Mastufactueibtg betyshes 
US2491A,Xbaileoab-tiiuck s spring 
US2492A,Improvement in the scraper or machine for ditching and embanking 
US2493A,Machine fob knitting stockings and other articles 
US2494A,Improvement in ignitible compounds for friction-matches 
US2495A,Rotary steam-engine 
US2496A,Spark-arkester 
US2497A,henry porter 
US2498A,Improvement in compositions of matter for covering the bottoms of vessels 
US2499A,Mode of consthttcting cooking-stoves 
US2500A,Thomas hawkins 
US2501A,Hermann wendt 
US2502A,Subterrene bomb 
US2503A,Jordan l 
US2504A,Daniel hodgman 
US2505A,Improvement in composition of matter for rendering cloth water-proof 
US2506A,Construction of open stoves or pranklins tor burning coal 
US2507A,"Improvement in the method of constructing presses for pressing hay, cotton "
US2508A,Method of working ships  windlasses and capstans 
US2509A,Improvement in the mode of propelling ships and other vessels 
US2510A,Construction of bridles for horses 
US2511A,Improvement on the carding and spinning machines 
US2512A,Improvement in the manner of constructing an excavator or machine for ditching 
US2513A,Machine foe cleaning grain 
US2514A,Argand lamp adapted to burn spirits of turpentine 
US2515A,Improvement in the construction of plows for prairie lands 
US2516A,Argaitd lamp foe 
US2517A,Henry peatt 
US2518A,Manner op constructing- the ordinary thumb-latch for doors 
US2519A,Apparatus for sculptors to be employed in copying busts 
US2520A,Mode of arranging the lamps and reflectors of lighthouses to prevent 
US2521A,And in the construction of insulated conductors 
US2522A,Being 
US2523A,Mode op constructing shifting- movements for square or horizontal 
US2524A,Improvement in the mode of supplying air to furnaces of steam-engines 
US2525A,Padlock fob 
US2526A,Improvement in cotton-cultivators 
US2527A,Self-oiling box foe 
US2528A,Improvement in the manner of mounting and using the harness 
US2529A,Improvement in the mode of constructing a revolving colter for plows 
US2530A,Sofa-bedstead 
US2531A,Self-setting cog for sawmills 
US2532A,Machine fob cutting plates ob 
US2533A,Navigating- and propelling 
US2534A,Improvement in separating stearine from elaine 
US2535A,edday 
US2536A,Improvement in temples for looms 
US2537A,Improvement in fastening nibs of scythes 
US2538A,Air-tight stove 
US2539A,Beehive 
US2540A,Improvement in corn-cultivators 
US2541A,James maokay 
US2542A,Improvement in cutting and cleaning grain 
US2543A,Bockxijm-chair 
US2544A,Saddle 
US2545A,Marine steam-engine 
US2546A,Improvement in water-wh eels 
US2547A,Edward  
US2548A,Improvement in plows 
US2549A,Cutting leather into soles 
US2550A,mitchell 
US2551A,Improvement in preparations for the hair 
US2552A,Tawnietgr by machiweby 
US2553A,Machine for 
US2554A,X w window shutter or guard 
US2555A,Improvement in cotton and hay presses 
US2556A,Stove 
US2557A,Improvement in plows 
US2558A,Improvement in heating furnaces 
US2559A,Chttkw 
US2560A,Brick-press 
US2561A,Instrument for platting surveys 
US2562A,Xbedstead-fastening 
US2563A,Jonathan kidgway 
US2564A,Improvement in horseshoes for the relief and cure of hoof-bound horses 
US2565A,photo-htho 
US2566A,Method oe setting logs for sawing boards 
US2567A,Improvement in bedsteads for the sick 
US2568A,Chimney-cowl 
US2569A,John brereton 
US2570A,Improvement in the hydro pneumatic lamp 
US2571A,Machine for tempering clay for bricks 
US2572A,Apparatus foe raising x s sunken vessels awd other submerged bodies 
US2573A,Tjmbiiella 
US2574A,Power-loom 
US2575A,Method of oiling the spindles and tubes of cap-spinners 
US2576A,Mode of driving bobbins in cap-spinners 
US2577A,Zimprovement in 
US2578A,Sele-acting waste-gate 
US2579A,Flour-ing-mill combining a smut-machine with the scouring-stones 
US2580A,Punching machine for the manufacture of covered buttons 
US2581A,Milestone 
US2582A,Machine eoe 
US2583A,Machine for chamfering 
US2584A,Improvement in saddles 
US2585A,Cast-iron roofing 
US2586A,Steam-boiler 
US2587A,Cooking-stove 
US2588A,Spark-arrester 
US2589A,Manufacture of cocks 
US2590A,Measuring and cutting garments 
US2591A,Making sugar-molds 
US2592A,Beehive 
US2593A,Nathaniel d 
US2594A,Improvement in cannon-locks 
US2595A,Pianoforte 
US2596A,Tjel west and geo 
US2597A,photo-litho 
US2598A,Of puopezmwgr boats 
US2599A,Improvement in water-wheels 
US2600A,Improvement in manufacture of candles 
US2601A,Method of releasing horses from carriages 
US2602A,davis 
US2603A,Chtrrbt 
US2604A,Said mateby 
US2605A,i aylob and jno 
US2606A,Improvement in water-wheels 
US2607A,Anson atwood 
US2608A,Improvement in saw-gins for ginning cotton 
US2609A,Manner oe constructing shielded pins for securing shawls 
US2610A,sellers 
US2611A,Improvement in cotton-presses 
US2612A,Manner of lining vessels constructed oe sheet-iron 
US2613A,Ivianner of connecting the body with the runners of sleigi-is 
US2614A,Machine foe 
US2615A,Of arranging the saw-gates and fender-posts of sawmills 
US2616A,Deick 
US2617A,Beehive 
US2618A,Beehive 
US2619A,Brick-press 
US2620A,Improvement in plows 
US2621A,Combined latch and lock eok doors 
US2622A,Improvement in water-wheels 
US2623A,Truman cook 
US2624A,Spring-perch fob 
US2625A,Loom foe weaving carpets and other figured fabrics 
US2626A,Improvement inplows 
US2627A,Open ckrate 
US2628A,Manner of making glass knobs 
US2629A,Petefis 
US2630A,Mabia p 
US2631A,sickels 
US2632A,Mill for 
US2633A,Beehive 
US2634A,Tewel-irost 
US2635A,Improvement in friction-matches 
US2636A,Regulating ti-ie draft of stoves 
US2637A,Improvement in pneumatic engines 
US2638A,Door lock and key 
US2639A,Peiess 
US2640A,Instrument for 
US2641A,Lard-lamp 
US2642A,Improvement in cooking and air-heating furnaces 
US2643A,And richardson t 
US2644A,Archibald h 
US2645A,Elijah grumman 
US2646A,"Improvement in felting for coats,, hats "
US2647A,Improvement in cultivators 
US2648A,Machine for ruling paper 
US2649A,Machine for oleabtistg graibt of garlic 
US2650A,Improvement in cultivators fob vines 
US2651A,Of constructing brushes for dressing- warps 
US2652A,Machiite for dkessiwg staves fob barrels 
US2653A,Manner of mounting looms eor weaving counterpanes and other articles 
US2654A,Machine for manufacturing wood so as to be used as a substitute for 
US2655A,Manner of constructing portable tents 
US2656A,Kichd 
US2657A,Improvement in presses for hay 
US2658A,Improvement in lamps for essential oils 
US2659A,Culinary and air-heatingr stove 
US2660A,Improvement in blacking for leather 
US2661A,Threshing-machine 
US2662A,Cut-off valve fob steam-ebtgiwes 
US2663A,Improvement in seed-planters 
US2664A,Valve fob- elevated ovens 
US2665A,Improvement in reaction water-wheels 
US2666A,Maynard french 
US2667A,Spring-saddle 
US2668A,Joseph matjdslay 
US2669A,beale 
US2670A,Steam-engine 
US2671A,Lard-lamp 
US2672A,Improvement in the manner of constructing paddle-wheels and of combining the same 
US2673A,Of begrttlating the drag of yabjst in the operation of spinning 
US2674A,photo-litho 
US2675A,Improvement in wind-wheels 
US2676A,Lock ok 
US2677A,Photo-litho 
US2678A,Improvement in steam boilers or generators 
US2679A,Machine for slitting tor 
US2680A,peters 
US2681A,Hydrostatic pressure 
US2682A,Sekaphiwe 
US2683A,Improvement in stop-cocks for hydrants 
US2684A,Siviutx-maci-iine 
US2685A,Spaek-aeeester 
US2686A,Boot-i 
US2687A,Improvement in gas-meters 
US2688A,Improvement in i ron 
US2689A,Improvement in plows 
US2690A,Improvement in drawers 
US2691A,Improvement in plow-beams 
US2692A,Beehive 
US2693A,Improvement in steam-generators 
US2694A,Bewdeeing tallow 
US2695A,Stove for cookietg 
US2696A,Power-loom for weaving cakpets and other figured 
US2697A,Stbaw-ctjtter 
US2698A,Machine fob 
US2699A,With elievated ovem 
US2700A,warner 
US2701A,Improvement in telegraphy 
US2702A,Improvement sn water-wheels 
US2703A,Improvement in lard-lamps 
US2704A,James hamilton 
US2705A,Improvement in the mode of constructing clasps for pantaloon-straps 
US2706A,Tanning- hides 
US2707A,Beehive 
US2708A,Improvement in water-wh eels 
US2709A,Improvement in reels for harvesters 
US2710A,beebe 
US2711A,Improvement in hydraulic machines 
US2712A,Improvement in plows 
US2713A,Truss 
US2714A,Hydrant 
US2715A,fowler 
US2716A,Mill for grinding bark 
US2717A,Improvement in machines for breaking and cleaning hemp 
US2718A,Cokit-shelleb 
US2719A,Safe j 
US2720A,Methob of and machine foe manufacturing wire ropes 
US2721A,rickey 
US2722A,Jonathan ridgway 
US2723A,Improvement in machines for picking oakum 
US2724A,Niram r 
US2725A,Improvement in machines for cutting shoe-pegs 
US2726A,Improvement in water-wheels 
US2727A,thomas l 
US2728A,Safety steam-gage fob steam-boilers 
US2729A,Hides by machinery 
US2730A,Instrument foe 
US2731A,Improvement in the manner of constructing saw-cylinders for cottom-glns 
US2732A,Improvement in water-wheels 
US2733A,Mill por grinding all kinds op grain for provender 
US2734A,Xfuniit 
US2735A,Improvement in salt-works 
US2736A,Improvement in water-wheels 
US2737A,Improvement in furnaces for smelting iron 
US2738A,Uel west 
US2739A,Self-acting 
US2740A,The graphic co 
US2741A,Improvement in power-looms for weaving counterpanes 
US2742A,Iiiiiiiiij 
US2743A,Improvement in furnaces for puddling and refining iron 
US2744A,Powek-loom for weavisra 
US2745A,Clock 
US2746A,Improvement in windmills 
US2747A,Self-xag ixii 
US2748A,Construction of steam-boilebs 
US2749A,Shave for getting ottt wooden hoops for casks 
US2750A,Cooking-stove 
US2751A,Lard-lamp 
US2752A,Parry w 
US2753A,Alexander m 
US2754A,Island 
US2755A,Mode of securing bobbins in shuttles for weaving 
US2756A,Improvement in the process of bating hides 
US2757A,Improvement in water-wheels 
US2758A,Noah h 
US2759A,baldwin 
US2760A,grout 
US2761A,Thomas banks 
US2762A,Improvement in the construction of plows 
US2763A,Construction of lard-lamps 
US2764A,Solomon m 
US2765A,Francis degbn 
US2766A,Machine for trimming the heads of bolts 
US2767A,X s salmonx g g 
US2768A,Cohstbuctiokt of brick-presses 
US2769A,"Improvement in the construction of toggle-joint presses for cotton, hay "
US2770A,Construction oe fire-engines 
US2771A,Manner of clenghing spikes 
US2772A,The ibon bails of 
US2773A,Stevens 
US2774A,Mode of setting- foot-blocks of sawmills by the motion of the carriage 
US2775A,X m medicated vapor-bath 
US2776A,Window-blind hinge and fastening 
US2777A,Beehive 
US2778A,Stove 
US2779A,Liquor-pump 
US2780A,John c 
US2781A,deville 
US2782A,Vmaghine for cutting si-iingles 
US2783A,Washietg gold 
US2784A,Improvement in plows 
US2785A,jacobs 
US2786A,etjnson 
US2787A,Photo-litho 
US2788A,Chaeles lyon 
US2789A,Spark-arrester 
US2790A,Peters 
US2791A,Tail-block of sawmills foe setting logs 
US2792A,Improvement in cultivating-plows 
US2793A,Joel g 
US2794A,ariel norris 
US2795A,Mode of 
US2796A,Improvement in machines for breaking and cleaning flax and hemp 
US2797A,eobinson 
US2798A,Maci-hne 
US2799A,Improvement in endless-chain horse-powers for driving machinery 
US2800A,Churn 
US2801A,Plantz 
US2802A,Improvement in the manner of forming molds for casting spoons 
US2803A,Edmund warren 
US2804A,Portable sawmill 
US2805A,Machine fob coovebing- wool 
US2806A,Machine fob cutting shingles 
US2807A,Attgeb for boriire babth 
US2808A,James eckleb 
US2809A,Improvement in making cigars 
US2810A,Stove 
US2811A,Wick-tube foe lamps 
US2812A,Hydrant 
US2813A,Improvement in the process of manufacturing sheet-iron 
US2814A,Beehive 
US2815A,Sausage-machine 
US2816A,Improvement in raising bread 
US2817A,Machinery eor pressing bohnets 
US2818A,pagett 
US2819A,Check-bolt oe doob 
US2820A,Improvement in flattening and tempering window-glass 
US2821A,Peters 
US2822A,James pitts 
US2823A,Machine for cutting and grinding vegetables 
US2824A,Improvement in manufacturing sheet-iron 
US2825A,Manner of constructing segmental spiral propellers for propelling 
US2826A,Improvement in coloring daguerreotype-pictures 
US2827A,Worth 
US2828A,Bat-trap 
US2829A,Tettss 
US2830A,ablon 
US2831A,Improvement in machines for cleaning and hackling flax and hemp 
US2832A,Machine for cutting tenons 
US2833A,Endless-chain horse-power 
US2834A,Machine for cutting veneers and other 
US2835A,Sep abating gaelic from wheat 
US2836A,Cttbrent watek-wheel 
